"Mother_ID","Infant_ID","Dyad_ID","Mother_sociality","Num_dep_offspr","Mother_age","Infant_age","Infant_sex","population","group","rdate","Num_males","Num_females","Scan_clust_ID","Num_scan","Num_scan_in_prox","p.scan.prox","Oustrous_0_1"
37,36,"37_36",0.28,3,39,1,0,"Tai",1,2018-05-20,5,6,241,6,6,1,1
37,36,"37_36",0.28,3,39,1,0,"Tai",1,2018-05-20,4,1,242,1,1,1,1
37,36,"37_36",0.28,3,39,1,0,"Tai",1,2018-05-20,0,1,243,1,1,1,0
37,36,"37_36",0.28,3,39,1,0,"Tai",1,2018-05-20,1,1,244,1,1,1,0
37,36,"37_36",0.28,3,39,1,0,"Tai",1,2018-05-20,3,1,245,9,9,1,0
37,36,"37_36",0.28,3,39,1,0,"Tai",1,2018-05-22,0,1,246,24,23,0.958333333333333,0
37,36,"37_36",0.28,3,39,1,0,"Tai",1,2018-07-02,1,1,247,13,13,1,0
37,36,"37_36",0.28,3,39,1,0,"Tai",1,2018-07-03,1,1,248,4,4,1,0
37,36,"37_36",0.28,3,39,1,0,"Tai",1,2018-07-03,3,1,249,1,1,1,0
37,36,"37_36",0.28,3,39,1,0,"Tai",1,2018-07-03,0,1,250,4,4,1,0
37,36,"37_36",0.28,3,39,1,0,"Tai",1,2018-07-04,2,4,251,1,1,1,0
37,36,"37_36",0.28,3,39,1,0,"Tai",1,2018-07-04,4,4,252,2,2,1,0
37,36,"37_36",0.28,3,39,1,0,"Tai",1,2018-07-04,4,1,253,1,1,1,0
37,36,"37_36",0.28,3,39,1,0,"Tai",1,2018-07-04,1,1,254,5,5,1,0
37,36,"37_36",0.28,3,39,1,0,"Tai",1,2018-07-04,4,3,255,2,2,1,0
37,36,"37_36",0.28,3,39,1,0,"Tai",1,2018-07-04,0,1,256,2,2,1,0
37,36,"37_36",0.28,3,39,1,0,"Tai",1,2018-07-04,2,4,257,1,1,1,0
37,36,"37_36",0.28,3,39,1,0,"Tai",1,2018-07-04,0,1,258,10,10,1,0
37,36,"37_36",0.28,3,39,1,0,"Tai",1,2018-07-04,2,4,259,2,2,1,0
37,36,"37_36",0.28,3,39,1,0,"Tai",1,2018-07-04,3,4,260,1,1,1,0
37,36,"37_36",0.28,3,39,1,0,"Tai",1,2018-07-04,2,3,261,1,1,1,0
37,36,"37_36",0.28,3,39,1,0,"Tai",1,2018-07-04,4,4,262,1,1,1,0
37,36,"37_36",0.28,3,39,1,0,"Tai",1,2018-07-04,2,4,263,1,1,1,0
37,36,"37_36",0.28,3,39,1,0,"Tai",1,2018-07-04,2,5,264,1,1,1,0
37,36,"37_36",0.28,3,39,1,0,"Tai",1,2018-07-04,0,5,265,1,1,1,0
37,36,"37_36",0.28,3,39,1,0,"Tai",1,2018-07-04,2,3,266,1,1,1,0
37,36,"37_36",0.28,3,39,1,0,"Tai",1,2018-07-04,3,3,267,4,4,1,0
41,41,"41_41",0.332,2,26,1,0,"Tai",1,2018-01-20,1,2,268,2,2,1,0
41,41,"41_41",0.332,2,26,1,0,"Tai",1,2018-01-20,0,1,269,2,0,0,0
41,41,"41_41",0.332,2,26,1,0,"Tai",1,2018-01-20,1,1,270,3,0,0,0
41,41,"41_41",0.332,2,26,1,0,"Tai",1,2018-01-20,1,2,271,7,2,0.285714285714286,0
41,41,"41_41",0.332,2,26,1,0,"Tai",1,2018-01-20,0,2,272,2,2,1,0
41,41,"41_41",0.332,2,26,1,0,"Tai",1,2018-01-20,0,1,273,2,2,1,0
41,41,"41_41",0.332,2,26,1,0,"Tai",1,2018-01-20,0,2,274,1,0,0,0
41,41,"41_41",0.332,2,26,1,0,"Tai",1,2018-01-20,0,1,275,3,2,0.666666666666667,0
